RectCoverage,AvgRectArea,RectStDev,AspectRatio,AvgLineBends,AvgLineLength,LongestLine,ShortestLine,LineLengthStDev,AvgLineAngle,OrthLinesRatio,LineCrossings,AvgCrossingAngle,AvgShortestDistance,RectDistribution,RectOrth,RectOrth2,rectangles,lines,diagram_name,source
0.10143178486579386,254.8095238095238,1270.2966452342635,0.7107652769706728,4.951515151515151,58.698639152346466,85.0,31.0,21.0222472143605,-39.73525607190965,0.9767441860465116,1,1.5707963267948966,267.98680724630634,46682.93713781809,0.38095238095238093,0.007936507936507936,126,43,2.svg,GroundTruth
0.0316806528601124,48.411764705882355,128.08482582526992,1.3588678972386403,5.114391143911439,93.15227593740086,730.0,30.0,147.9704173028286,-15.997316177966349,0.9545454545454546,4,1.5707963267948966,347.5374068000941,77727.25633169933,0.27450980392156865,0.014705882352941176,204,22,2stagebeit.svg,GroundTruth
0.06339936028363329,329.03,2392.540241897719,1.2070553868891656,5.727748691099476,105.7236639129775,231.0,32.0,42.506537607649186,-11.092545254116807,0.8045977011494253,18,1.2260868858326772,280.8510855651125,54238.746549999996,0.36,0.02,100,87,3.svg,GroundTruth
0.07248528023019248,233.40408163265306,2124.4130473854907,1.5740955040500573,4.644444444444445,135.34907863435373,1130.0,30.0,224.68976163100322,-10.609971796546143,0.9655172413793104,0,0.0,464.1376474652808,134298.70470637234,0.24897959183673468,0.012244897959183673,245,58,condorcet_framework.svg,GroundTruth
0.19788125,765.991935483871,5004.781293755209,1.0446756680339628,4.942675159235669,107.2355696262482,799.0,30.0,177.61215628858156,-29.77637709916805,0.8787878787878788,0,0.0,368.14169725404116,87686.47931841832,0.4112903225806452,0.008064516129032258,124,33,feature.svg,GroundTruth
0.018102810650887573,163.16666666666666,471.3913507432604,1.2821557971014492,6.178571428571429,53.001688880830436,61.0,36.0,9.769645632245584,0.19351971237224597,1.0,0,0.0,126.65149866803709,9678.496527777777,0.5833333333333334,0.08333333333333333,12,8,img-module-single.svg,GroundTruth
0.34913541666666664,2043.719512195122,8660.419692520383,1.2473368582333084,4.737373737373737,99.45841910707509,799.0,31.016124838541646,132.0953443978195,-46.26256329185478,0.9571428571428572,30,1.5729461189572471,328.57579266901826,73018.50791939323,0.9146341463414634,0.0,82,70,mae.svg,GroundTruth
0.044087759445662435,172.1875,443.16639351799904,1.0515177285949346,4.626168224299065,37.07142857142857,44.0,30.0,4.712662058059053,0.0,1.0,0,0.0,279.44021923797214,51480.194179687496,0.525,0.0125,80,14,mssm.svg,GroundTruth
0.0026722283777618457,12.947368421052632,4.512831812679162,1.0208020050125313,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,111.99362411567311,10312.716066481995,0.42105263157894735,0.05263157894736842,19,0,new-framework.svg,GroundTruth
0.05261713539350823,83.68508287292818,433.26224338780685,1.0040667466341857,4.576036866359447,86.15814591087222,395.0,30.0,74.73498346055867,-25.959467741396573,0.8070175438596491,3,1.5707963267948966,235.4989232161974,41022.48803455327,0.46408839779005523,0.0055248618784530384,181,57,over-arch-double2.svg,GroundTruth
0.00447954055994257,10.758620689655173,2.2538116742576815,1.0344827586206895,4.875,48.8,73.0,30.0,14.661514246489002,-54.0,1.0,0,0.0,153.24496084630152,15742.935196195007,0.6551724137931034,0.034482758620689655,29,5,pc-module-single.svg,GroundTruth
0.577575,6160.8,27173.478904255157,0.7470278099238495,6.371428571428571,73.86730158832809,799.0,30.0,137.55250169144952,-15.383035471952967,0.9137931034482759,0,0.0,331.28042173580724,74638.61111111111,0.2222222222222222,0.0,45,58,preid.svg,GroundTruth
0.09889772855922523,255.56382978723406,225.0534006848171,1.627881205673759,4.5017543859649125,35.858107931903106,44.0,32.0,3.2704885787887252,0.11058269278414055,1.0,0,0.0,334.22153698100925,71075.97931049117,0.16489361702127658,0.0425531914893617,188,14,supp.svg,GroundTruth
0.007336693733555919,21.555555555555557,13.987270604984815,0.7535714285714287,5.247422680412371,56.439408089165,249.0,31.0,52.78819199920279,-12.819654405797186,0.8571428571428571,0,0.0,264.9332909479589,48942.016376921136,0.2698412698412698,0.0,63,21,teaser2.svg,GroundTruth
1.0,1164000.0,0.0,1.2371134020618557,4.0,102.73983830370793,193.0,35.0,43.18982798954293,-36.99916699925665,0.9863013698630136,0,0.0,0.0,0.0,0.0,1.0,1,73,2.svg,claude_4_5
1.0,1540000.0,0.0,1.2727272727272727,4.0,118.46808510638297,377.0,51.0,73.02516356266831,-40.212765957446805,1.0,0,0.0,0.0,0.0,0.0,1.0,1,47,2stagebeit.svg,claude_4_5
0.04997583333333333,908.6515151515151,5413.721196805403,1.0059866596527167,4.188405797101449,108.84615384615384,393.0,30.0,118.67463351135007,-6.923076923076923,1.0,0,0.0,554.8003710571911,209656.1681588614,0.30303030303030304,0.0,66,13,3.svg,claude_4_5
1.0,1540000.0,0.0,1.2727272727272727,4.0,134.59458050355434,1378.0,30.0,260.08962740503057,-15.909249961516274,0.8692307692307693,2,0.11241784870088217,0.0,0.0,0.0,1.0,1,130,condorcet_framework.svg,claude_4_5
1.0,1050000.0,0.0,1.8666666666666667,4.0,86.00891996914405,177.0,31.0,45.02381205365742,-32.60481473882195,0.9322033898305084,0,0.0,0.0,0.0,0.0,1.0,1,59,feature.svg,claude_4_5
0.10905104166666667,951.7181818181818,6704.510153799209,1.0978658350031656,4.2844827586206895,129.7162581801083,281.0,38.0,67.03820504145425,-28.20318411376507,0.9523809523809523,8,1.56727613092141,438.00160300478717,127802.7958677686,0.44545454545454544,0.00909090909090909,110,42,img-module-single.svg,claude_4_5
1.0,540000.0,0.0,2.6666666666666665,4.0,53.02498364832766,184.0,30.01666203960727,31.323650954104696,-12.307010784045831,0.96,1,1.5707963267948966,0.0,0.0,0.0,1.0,1,50,mae.svg,claude_4_5
1.0,1260000.0,0.0,1.5555555555555556,4.0,163.333680501319,596.0,32.0,202.77539005977286,-25.03978044956013,0.9722222222222222,0,0.0,0.0,0.0,0.0,1.0,1,36,mssm.svg,claude_4_5
1.0,1050000.0,0.0,1.8666666666666667,4.0,80.61764705882354,133.0,37.0,29.778609284757675,-29.11764705882353,1.0,1,1.5707963267948966,0.0,0.0,0.0,1.0,1,34,new-framework.svg,claude_4_5
1.0,1260000.0,0.0,1.5555555555555556,4.0,148.46990351362103,665.0,35.0,154.39054646277995,-26.38335284200993,0.9506172839506173,7,1.5707963267948966,0.0,0.0,0.0,1.0,1,81,over-arch-double2.svg,claude_4_5
1.0,1120000.0,0.0,1.75,4.0,51.0,51.0,51.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,1,1,pc-module-single.svg,claude_4_5
0.24701979166666665,4649.78431372549,11463.468147689304,0.766947445172862,4.524590163934426,68.58360919953593,369.0,30.0,58.32578038289277,-12.832695260163751,0.8243243243243243,0,0.0,246.21906667345013,46734.896386005385,0.0,0.058823529411764705,51,148,preid.svg,claude_4_5
1.0,1260000.0,0.0,1.5555555555555556,4.0,326.0002948967184,1320.0,33.0,507.21961590787816,-27.93016819394169,0.9827586206896551,3,1.5707963267948966,0.0,0.0,0.0,1.0,1,58,supp.svg,claude_4_5
1.0,1260000.0,0.0,1.5555555555555556,4.0,136.7942158168782,1339.0,31.0,228.33083119290703,-36.389344968202444,0.9923664122137404,16,1.5665204288234786,0.0,0.0,0.0,1.0,1,131,teaser2.svg,claude_4_5
