RectCoverage,AvgRectArea,RectStDev,AspectRatio,AvgLineBends,AvgLineLength,LongestLine,ShortestLine,LineLengthStDev,AvgLineAngle,OrthLinesRatio,LineCrossings,AvgCrossingAngle,AvgShortestDistance,RectDistribution,RectOrth,RectOrth2,rectangles,lines,diagram_name,source
1.0,960000.0,0.0,1.5,4.0,55.23109790785288,99.0,31.0,22.565293939141053,-25.346953827836263,1.0,2,1.5707963267948966,0.0,0.0,0.0,1.0,1,39,2.svg,gpt4o
1.0,1200000.0,0.0,1.2,4.0,88.53310587231076,499.0,30.0,80.1052040135768,-21.278226439005298,0.9545454545454546,0,0.0,0.0,0.0,0.0,1.0,1,44,2stagebeit.svg,gpt4o
1.0,800000.0,0.0,0.8,4.0,41.00041373585798,63.0,30.0,9.388710863067748,-0.0017235950319660783,0.9772727272727273,0,0.0,0.0,0.0,0.0,1.0,1,44,3.svg,gpt4o
1.0,1600000.0,0.0,2.5,4.0,113.10344827586206,277.0,34.0,100.82601772448595,-12.413793103448276,1.0,0,0.0,0.0,0.0,0.0,1.0,1,29,condorcet_framework.svg,gpt4o
1.0,600000.0,0.0,1.6666666666666667,4.0,77.45833333333333,137.0,35.0,34.56513075179796,-30.0,1.0,0,0.0,0.0,0.0,0.0,1.0,1,24,feature.svg,gpt4o
1.0,800000.0,0.0,1.25,4.0,93.0,177.0,51.0,48.14233283219993,-37.89473684210526,1.0,0,0.0,0.0,0.0,0.0,1.0,1,19,img-module-single.svg,gpt4o
1.0,280000.0,0.0,2.2857142857142856,4.0,83.16666666666667,177.0,30.0,40.24818836502665,-50.0,1.0,0,0.0,0.0,0.0,0.0,1.0,1,18,mae.svg,gpt4o
1.0,960000.0,0.0,1.5,4.0,64.97796608817173,127.0,34.0,28.517003324331974,-23.97842173486491,1.0,0,0.0,0.0,0.0,0.0,1.0,1,45,mssm.svg,gpt4o
1.0,720000.0,0.0,2.0,4.0,72.48035085019828,139.0,31.0,41.68067586582735,-21.640203440210165,0.96,0,0.0,0.0,0.0,0.0,1.0,1,25,new-framework.svg,gpt4o
1.0,800000.0,0.0,1.25,4.0,76.3157894736842,147.0,39.0,39.28177913161714,-28.42105263157895,1.0,0,0.0,0.0,0.0,0.0,1.0,1,38,over-arch-double2.svg,gpt4o
1.0,480000.0,0.0,1.3333333333333333,4.0,57.35535480835252,99.0,30.0,25.114064107277887,-5.3148508508250965,0.9411764705882353,0,0.0,0.0,0.0,0.0,1.0,1,17,pc-module-single.svg,gpt4o
1.0,600000.0,0.0,1.6666666666666667,4.0,78.64731235438508,147.0,37.0,36.75411494396432,-21.205522364695288,0.9705882352941176,0,0.0,0.0,0.0,0.0,1.0,1,34,preid.svg,gpt4o
1.0,1280000.0,0.0,0.5,4.0,69.4,97.0,35.0,27.28259518447613,-27.0,1.0,0,0.0,0.0,0.0,0.0,1.0,1,20,supp.svg,gpt4o
1.0,1200000.0,0.0,1.2,4.0,145.0487804878049,347.0,39.0,113.99207315605427,-32.926829268292686,1.0,0,0.0,0.0,0.0,0.0,1.0,1,41,teaser2.svg,gpt4o
1.0,812000.0,0.0,1.6571428571428573,4.0,97.46272885142066,215.0,31.0,64.06050005760298,-20.323452050026685,0.978494623655914,1,1.5707963267948966,0.0,0.0,0.0,1.0,1,93,2.svg,gpt5
1.0,902000.0,0.0,1.3414634146341464,4.0,124.24631282082646,612.0,30.0,129.70345340776797,-30.64247489729624,0.9433962264150944,1,1.5707963267948966,0.0,0.0,0.0,1.0,1,53,2stagebeit.svg,gpt5
1.0,1080000.0,0.0,1.3333333333333333,4.0,135.78842058866067,313.0,31.0,108.69748447829573,-16.645840084609226,0.851063829787234,0,0.0,0.0,0.0,0.0,1.0,1,47,3.svg,gpt5
1.0,1260000.0,0.0,1.5555555555555556,4.0,143.88596351625375,1352.0,30.0,240.51949319015404,-17.05664651406368,0.927536231884058,0,0.0,0.0,0.0,0.0,1.0,1,69,condorcet_framework.svg,gpt5
0.0025944444444444444,49.1578947368421,68.68866692540276,0.9475081935608252,4.933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,302.28733970011814,60579.595567867036,0.6842105263157895,0.0,19,0,feature.svg,gpt5
1.0,960000.0,0.0,1.5,4.0,167.25,755.0,32.0,204.94532807556263,-18.0,1.0,0,0.0,0.0,0.0,0.0,1.0,1,20,img-module-single.svg,gpt5
1.0,600000.0,0.0,2.4,4.0,144.36363636363637,301.0,33.0,80.46260873821254,-36.81818181818182,1.0,0,0.0,0.0,0.0,0.0,1.0,1,22,mae.svg,gpt5
1.0000847176079735,240820.4,481589.80000560643,0.6112956810631228,4.833333333333333,77.63842938381414,668.0,30.01666203960727,88.31350000319604,-14.437431274277246,0.9454545454545454,0,0.0,284.04222727415674,74647.08,0.0,0.0,5,55,mssm.svg,gpt5
1.0,840000.0,0.0,1.7142857142857142,4.0,112.25832051639011,244.0,33.0,68.29611846525447,-20.29324579196132,1.0,0,0.0,0.0,0.0,0.0,1.0,1,31,new-framework.svg,gpt5
1.0,1170000.0,0.0,1.4444444444444444,4.0,84.11575802836943,205.0,30.0,55.40272852699476,-15.534134445590734,1.0,0,0.0,0.0,0.0,0.0,1.0,1,52,over-arch-double2.svg,gpt5
0.028422916666666666,218.288,169.82729184674648,0.9428571428571427,4.333333333333333,66.68614276459373,115.0,34.0,20.605580363765363,-23.55852298157308,0.9473684210526315,8,1.5707963267948966,413.3381445831137,108674.55596800002,0.808,0.032,125,19,pc-module-single.svg,gpt5
0.0031438172043010753,57.048780487804876,90.1237499407944,0.9938734030197444,5.212121212121212,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,279.5024288451312,53928.51189767995,0.43902439024390244,0.04878048780487805,41,0,preid.svg,gpt5
1.0,1152000.0,0.0,1.25,4.0,84.78596754986125,114.0,30.0,33.477877442610456,-19.256693446782588,1.0,0,0.0,0.0,0.0,0.0,1.0,1,42,supp.svg,gpt5
1.0,744000.0,0.0,1.935483870967742,4.0,114.56543049955276,590.0,31.0,129.93159221756375,-15.627754288824448,1.0,0,0.0,0.0,0.0,0.0,1.0,1,46,teaser2.svg,gpt5
